document,language,variety,annotator_a,annotator_b,type,span_a_tokens,span_b_tokens,text_a,text_b,discr_type,gold_version
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,880:913,900:913,"welche in m Entwicklungsgange des Menschengeschlechts auf dem Wege des Experiments zu r Ermittlung des Genießbaren zufällig in Ungenießbares bissen und deß halb in s Gras beißen mußten , größtentheils schon erledigt .","und deß halb in s Gras beißen mußten , größtentheils schon erledigt .",syntax-coordinated clause missed,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,922:938,922:928,"Wollte man dar über klagen , daß in jenen Urzeiten noch keine medizinische Fakultät existirte ,","Wollte man dar über klagen ,",syntax-coordinated clause missed,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,922:938,928:938,"Wollte man dar über klagen , daß in jenen Urzeiten noch keine medizinische Fakultät existirte ,","daß in jenen Urzeiten noch keine medizinische Fakultät existirte ,",syntax-coordinated clause missed,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,982:997,982:1014,"welche , mit Ausnahme des Salzes und Wassers , weder eßbar sind noch essen ;","welche , mit Ausnahme des Salzes und Wassers , weder eßbar sind noch essen ; auf der zweiten eßbare , aber nicht essende Wesen ; auf der dritten Stufe endlich Wesen ,",style-list,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,997:1020,982:1014,"auf der zweiten eßbare , aber nicht essende Wesen ; auf der dritten Stufe endlich Wesen , welche essen und gegessen werden .","welche , mit Ausnahme des Salzes und Wassers , weder eßbar sind noch essen ; auf der zweiten eßbare , aber nicht essende Wesen ; auf der dritten Stufe endlich Wesen ,",style-list,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,997:1020,1014:1016,"auf der zweiten eßbare , aber nicht essende Wesen ; auf der dritten Stufe endlich Wesen , welche essen und gegessen werden .",welche essen,subordination-relative clause,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,997:1020,1016:1020,"auf der zweiten eßbare , aber nicht essende Wesen ; auf der dritten Stufe endlich Wesen , welche essen und gegessen werden .",und gegessen werden .,subordination-relative clause,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,1053:1065,1053:1059,"dieß jedoch ist und ißt , ohne selber gegessen zu werden ,","dieß jedoch ist und ißt ,",syntax-coordinated clause missed,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,1053:1065,1059:1065,"dieß jedoch ist und ißt , ohne selber gegessen zu werden ,","ohne selber gegessen zu werden ,",syntax-coordinated clause missed,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,1156:1187,1156:1199,"Welch ’ eine lebendige liebliche Fülle der Betrachtung , welcher Reichthum von Assonanzen und Associationen des Genusses aller Art , nur einigermaßen getrübt durch den Seitenblick auf das sterile Mineralreich ,","Welch ’ eine lebendige liebliche Fülle der Betrachtung , welcher Reichthum von Assonanzen und Associationen des Genusses aller Art , nur einigermaßen getrübt durch den Seitenblick auf das sterile Mineralreich , welches , als solches und unmittelbar , verhältnißmäßig so wenig contribuirt .",syntax-verbless,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,1187:1199,1156:1199,"welches , als solches und unmittelbar , verhältnißmäßig so wenig contribuirt .","Welch ’ eine lebendige liebliche Fülle der Betrachtung , welcher Reichthum von Assonanzen und Associationen des Genusses aller Art , nur einigermaßen getrübt durch den Seitenblick auf das sterile Mineralreich , welches , als solches und unmittelbar , verhältnißmäßig so wenig contribuirt .",syntax-verbless,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,1278:1298,1278:1291,"und zwar auch so , daß je immer die Subalternen gegessen werden , — bis zu m Menschen herauf ,","und zwar auch so , daß je immer die Subalternen gegessen werden ,",other-arbitrary boundary,annotator_a
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,1278:1298,1291:1305,"und zwar auch so , daß je immer die Subalternen gegessen werden , — bis zu m Menschen herauf ,","— bis zu m Menschen herauf , der sie so ziemlich alle ißt .",other-arbitrary boundary,annotator_a
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,1298:1305,1291:1305,der sie so ziemlich alle ißt .,"— bis zu m Menschen herauf , der sie so ziemlich alle ißt .",subordination-relative clause,annotator_a
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,1390:1404,1390:1396,"Je unvollkommner eine Organisation ist , desto weniger hat sie einen individualisirten Eßapparat ,","Je unvollkommner eine Organisation ist ,",subordination-comparison,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,1390:1404,1396:1404,"Je unvollkommner eine Organisation ist , desto weniger hat sie einen individualisirten Eßapparat ,","desto weniger hat sie einen individualisirten Eßapparat ,",subordination-comparison,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,1543:1575,1543:1555,"Wie aber die Gelehrten noch dar über schwitzen , zu bestimmen , wo die Pflanze zu m Thier wird , wo die Grenzen des Pflanzen- und Thierreiches fest zu stecken seien ,","Wie aber die Gelehrten noch dar über schwitzen , zu bestimmen ,",syntax-coordinated clause missed,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,1543:1575,1555:1563,"Wie aber die Gelehrten noch dar über schwitzen , zu bestimmen , wo die Pflanze zu m Thier wird , wo die Grenzen des Pflanzen- und Thierreiches fest zu stecken seien ,","wo die Pflanze zu m Thier wird ,",syntax-coordinated clause missed,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,1543:1575,1563:1575,"Wie aber die Gelehrten noch dar über schwitzen , zu bestimmen , wo die Pflanze zu m Thier wird , wo die Grenzen des Pflanzen- und Thierreiches fest zu stecken seien ,","wo die Grenzen des Pflanzen- und Thierreiches fest zu stecken seien ,",syntax-coordinated clause missed,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,1610:1637,1610:1626,"Der Polyp , bei dem es erst der Mühe werth ist , an zu fangen , zertheilt sich oben in mehrere Arme oder lebendig bewegliche Zweiglein ,","Der Polyp , bei dem es erst der Mühe werth ist , an zu fangen ,",subordination-relative clause,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,1610:1637,1626:1637,"Der Polyp , bei dem es erst der Mühe werth ist , an zu fangen , zertheilt sich oben in mehrere Arme oder lebendig bewegliche Zweiglein ,","zertheilt sich oben in mehrere Arme oder lebendig bewegliche Zweiglein ,",subordination-relative clause,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,1760:1791,1760:1772,"Die Insekten sind zwar in Beziehung auf das Quantum günstig gestellt , daz . B. Raupen in 24 Stunden wenigstens 3mal so viel zu Leibe nehmen , als sie wiegen .","Die Insekten sind zwar in Beziehung auf das Quantum günstig gestellt ,",subordination-relative clause,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,1760:1791,1772:1791,"Die Insekten sind zwar in Beziehung auf das Quantum günstig gestellt , daz . B. Raupen in 24 Stunden wenigstens 3mal so viel zu Leibe nehmen , als sie wiegen .","daz . B. Raupen in 24 Stunden wenigstens 3mal so viel zu Leibe nehmen , als sie wiegen .",subordination-relative clause,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,1868:1889,1868:1874,"— Trügt aber nicht Alles , so schmeckt es allen diesen Wesen , auch ohne ausgeprägtere Zungen , sehr wohl .","— Trügt aber nicht Alles ,",subordination-conditional,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,1868:1889,1874:1889,"— Trügt aber nicht Alles , so schmeckt es allen diesen Wesen , auch ohne ausgeprägtere Zungen , sehr wohl .","so schmeckt es allen diesen Wesen , auch ohne ausgeprägtere Zungen , sehr wohl .",subordination-conditional,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,1988:2003,1988:2002,"Unter den Mammalien erfreuen sich Fledermäuse , Raubthiere , Affen und auch der Mensch —","Unter den Mammalien erfreuen sich Fledermäuse , Raubthiere , Affen und auch der Mensch",orthography-dash,annotator_a
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,1988:2003,2002:2044,"Unter den Mammalien erfreuen sich Fledermäuse , Raubthiere , Affen und auch der Mensch —","— den ich jedoch , wie ich vorsichtigerweise ausdrücklich und nachdrücklich versichere , weit entfernt bin , hierher zu rechnen — aller drei Arten von Zähnen , Unterkieferbewegung und weicher , biegsamer , fleischiger , knorpelloser Zungen , so wie Gaumensegel .",orthography-dash,annotator_a
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,2003:2044,2002:2044,"den ich jedoch , wie ich vorsichtigerweise ausdrücklich und nachdrücklich versichere , weit entfernt bin , hierher zu rechnen — aller drei Arten von Zähnen , Unterkieferbewegung und weicher , biegsamer , fleischiger , knorpelloser Zungen , so wie Gaumensegel .","— den ich jedoch , wie ich vorsichtigerweise ausdrücklich und nachdrücklich versichere , weit entfernt bin , hierher zu rechnen — aller drei Arten von Zähnen , Unterkieferbewegung und weicher , biegsamer , fleischiger , knorpelloser Zungen , so wie Gaumensegel .",orthography-dash,annotator_a
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,2059:2090,2059:2069,"Viel zu lang wäre es nun , zu beschreiben , auf wie unendlich verschiedene Art und Weise , oft sehr sonderbar , diese Thiere und Thierlein alle zu essen pflegen ;","Viel zu lang wäre es nun , zu beschreiben ,",syntax-coordinated clause missed,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,2059:2090,2069:2090,"Viel zu lang wäre es nun , zu beschreiben , auf wie unendlich verschiedene Art und Weise , oft sehr sonderbar , diese Thiere und Thierlein alle zu essen pflegen ;","auf wie unendlich verschiedene Art und Weise , oft sehr sonderbar , diese Thiere und Thierlein alle zu essen pflegen ;",syntax-coordinated clause missed,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,2309:2332,2309:2323,"Welche mächtige Anregung liegt in diesen Verhältnissen zu dessen fleißiger , ernster Ausbildung , und wie dankbar und lohnend ist solches Bestreben !","Welche mächtige Anregung liegt in diesen Verhältnissen zu dessen fleißiger , ernster Ausbildung ,",syntax-coordinated clause missed,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,2309:2332,2323:2332,"Welche mächtige Anregung liegt in diesen Verhältnissen zu dessen fleißiger , ernster Ausbildung , und wie dankbar und lohnend ist solches Bestreben !",und wie dankbar und lohnend ist solches Bestreben !,syntax-coordinated clause missed,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,2332:2337,2332:2353,"Alle genannten Thiere nun ,","Alle genannten Thiere nun , und wie man leider nicht in Abrede stellen kann , gar viele Menschen essen zwar ,",style-inlay,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,2337:2359,2332:2353,"und wie man leider nicht in Abrede stellen kann , gar viele Menschen essen zwar , fühlen die Nothwendigkeit zu essen ,","Alle genannten Thiere nun , und wie man leider nicht in Abrede stellen kann , gar viele Menschen essen zwar ,",style-inlay,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,2337:2359,2353:2359,"und wie man leider nicht in Abrede stellen kann , gar viele Menschen essen zwar , fühlen die Nothwendigkeit zu essen ,","fühlen die Nothwendigkeit zu essen ",syntax-coordinated clause missed,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,2368:2378,2368:2373,"und leben blos menschlich , in dem sie essen ,","und leben blos menschlich ,",syntax-coordinated clause missed,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,2368:2378,2373:2378,"und leben blos menschlich , in dem sie essen ,","in dem sie essen ,",syntax-coordinated clause missed,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,2393:2425,2393:2400,"wenn sie es nun aber haben , verschlucken sie ’s ohne rechten Genuß , in ungeeigneter Verbindung , mit ungedeihlichem Erfolge , schmeckend und doch geschmacklos , ohne Sinn und Bewußtsein .","wenn sie es nun aber haben ,",subordination-conditional,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,2393:2425,2400:2425,"wenn sie es nun aber haben , verschlucken sie ’s ohne rechten Genuß , in ungeeigneter Verbindung , mit ungedeihlichem Erfolge , schmeckend und doch geschmacklos , ohne Sinn und Bewußtsein .","verschlucken sie ’s ohne rechten Genuß , in ungeeigneter Verbindung , mit ungedeihlichem Erfolge , schmeckend und doch geschmacklos , ohne Sinn und Bewußtsein .",subordination-conditional,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,2425:2453,2425:2444,"Giebt es doch der Unglücklichen unter den Menschen nicht wenige , welche gar keinen Begriff da von haben , daß man sich auf das Mittagessen freuen kann ,","Giebt es doch der Unglücklichen unter den Menschen nicht wenige , welche gar keinen Begriff da von haben ,",syntax-coordinated clause missed,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,2425:2453,2444:2453,"Giebt es doch der Unglücklichen unter den Menschen nicht wenige , welche gar keinen Begriff da von haben , daß man sich auf das Mittagessen freuen kann ,","daß man sich auf das Mittagessen freuen kann ,",syntax-coordinated clause missed,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,2453:2471,2453:2463,"die hastig nur da mit fertig zu werden streben , und dieß mit so wenig Antheil thun ,","die hastig nur da mit fertig zu werden streben ,",syntax-coordinated clause missed,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,2453:2471,2463:2471,"die hastig nur da mit fertig zu werden streben , und dieß mit so wenig Antheil thun ,","und dieß mit so wenig Antheil thun ,",syntax-coordinated clause missed,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,2562:2605,2562:2569,"„ Welcher Nachdenkende könnte ohne Wehmuth , daß der Mensch sich so sehr von einfacher Natur entfernen konnte , einen Speisezettel bei dem Restaurateur Very in Paris lesen und dar auf 150 Speisen , 55 feine Weine und 25 Liqueurs finden ? “","„ Welcher Nachdenkende könnte ohne Wehmuth ,",syntax-coordinated clause missed,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,2562:2605,2569:2605,"„ Welcher Nachdenkende könnte ohne Wehmuth , daß der Mensch sich so sehr von einfacher Natur entfernen konnte , einen Speisezettel bei dem Restaurateur Very in Paris lesen und dar auf 150 Speisen , 55 feine Weine und 25 Liqueurs finden ? “","daß der Mensch sich so sehr von einfacher Natur entfernen konnte , einen Speisezettel bei dem Restaurateur Very in Paris lesen und dar auf 150 Speisen , 55 feine Weine und 25 Liqueurs finden ? “",syntax-coordinated clause missed,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,2620:2637,2620:2627,"es müßte denn dar über sein , daß man nicht gleich alle 150 Speisen essen kann .","es müßte denn dar über sein ,",syntax-coordinated clause missed,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,2620:2637,2627:2637,"es müßte denn dar über sein , daß man nicht gleich alle 150 Speisen essen kann .",daß man nicht gleich alle 150 Speisen essen kann .,syntax-coordinated clause missed,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,2668:2694,2668:2680,"Eine große Menge derer , welche wohl schmecken und denken könnten , lungern und hungern , durch allerlei transcendenten Wahn verblendet , äffenden ungenießbaren Schaugerichten nach","Eine große Menge derer , welche wohl schmecken und denken könnten ,",subordination-relative clause,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,2668:2694,2680:2694,"Eine große Menge derer , welche wohl schmecken und denken könnten , lungern und hungern , durch allerlei transcendenten Wahn verblendet , äffenden ungenießbaren Schaugerichten nach","lungern und hungern , durch allerlei transcendenten Wahn verblendet , äffenden ungenießbaren Schaugerichten nach",subordination-relative clause,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,2710:2727,2710:2722,"Daß man bei m Essen die Lachmuskeln in Bewegung setzen muß , ist ihnen ein Gräuel ;","Daß man bei m Essen die Lachmuskeln in Bewegung setzen muß ,",subordination-relative clause,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,2710:2727,2722:2727,"Daß man bei m Essen die Lachmuskeln in Bewegung setzen muß , ist ihnen ein Gräuel ;",ist ihnen ein Gräuel ;,subordination-relative clause,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,2742:2754,2742:2746,"und bedenken nicht , daß nur das Thier stets ernsthaft ist ,","und bedenken nicht ,",syntax-coordinated clause missed,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,2742:2754,2746:2754,"und bedenken nicht , daß nur das Thier stets ernsthaft ist ,","daß nur das Thier stets ernsthaft ist ,",syntax-coordinated clause missed,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,2772:2789,2772:2780,"daß es ja nur an ihnen liegt , wenn sie in m Essen nichts Tieferes sehen .","daß es ja nur an ihnen liegt ,",syntax-coordinated clause missed,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,2772:2789,2780:2789,"daß es ja nur an ihnen liegt , wenn sie in m Essen nichts Tieferes sehen .",wenn sie in m Essen nichts Tieferes sehen .,subordination-conditional,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,2889:2904,2889:2905,So ladet uns Alles in der Natur figürlich und bescheiden zu seinem Genusse ein !,So ladet uns Alles in der Natur figürlich und bescheiden zu seinem Genusse ein ! “,orthography-quotes,annotator_a
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,2904:2915,2889:2905,“ — In Schubert ’s Symbolik des Traums heißt es :,So ladet uns Alles in der Natur figürlich und bescheiden zu seinem Genusse ein ! “,orthography-quotes,annotator_a
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,2904:2915,2905:2915,“ — In Schubert ’s Symbolik des Traums heißt es :,— In Schubert ’s Symbolik des Traums heißt es :,orthography-comma,annotator_a
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,2931:2960,2931:2940,"— Man kann dar über beliebig weiter nach denken und wer was exquisit Tiefsinniges hier über will , lese Jacob Böhme ’s vierten Sendbrief v. 12 bis 14 .",— Man kann dar über beliebig weiter nach denken,syntax-coordinated clause missed,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,2931:2960,2940:2949,"— Man kann dar über beliebig weiter nach denken und wer was exquisit Tiefsinniges hier über will , lese Jacob Böhme ’s vierten Sendbrief v. 12 bis 14 .","und wer was exquisit Tiefsinniges hier über will ,",syntax-coordinated clause missed,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,2931:2960,2949:2960,"— Man kann dar über beliebig weiter nach denken und wer was exquisit Tiefsinniges hier über will , lese Jacob Böhme ’s vierten Sendbrief v. 12 bis 14 .",lese Jacob Böhme ’s vierten Sendbrief v. 12 bis 14 .,syntax-coordinated clause missed,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,2960:3001,2960:2993,"— Endlich kommt nun aber vollends noch eine Menge Volks , groß und klein , statt eines menschlichen Appetits rohen Hunger mitbringend , ohne Geschmack und Kritik , ohne Sinn und Witz , und prätendirt gleichwohl auch essen zu können .","— Endlich kommt nun aber vollends noch eine Menge Volks , groß und klein , statt eines menschlichen Appetits rohen Hunger mitbringend , ohne Geschmack und Kritik , ohne Sinn und Witz ,",syntax-coordinated clause missed,annotator_b
DE-HIST/2_Manually-Segmented/anthus_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,2960:3001,2993:3001,"— Endlich kommt nun aber vollends noch eine Menge Volks , groß und klein , statt eines menschlichen Appetits rohen Hunger mitbringend , ohne Geschmack und Kritik , ohne Sinn und Witz , und prätendirt gleichwohl auch essen zu können .",und prätendirt gleichwohl auch essen zu können .,syntax-coordinated clause missed,annotator_b
DE-HIST/2_Manually-Segmented/becher_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,149:159,149:170,welche Gesellschafft einig und allein die Grund-Uhrsach / Anfang /,welche Gesellschafft einig und allein die Grund-Uhrsach / Anfang / Mitl / und End aller Gesätze / und Ordnungen ist /,syntax-verbless,annotator_b
DE-HIST/2_Manually-Segmented/becher_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,159:170,149:170,Mitl / und End aller Gesätze / und Ordnungen ist /,welche Gesellschafft einig und allein die Grund-Uhrsach / Anfang / Mitl / und End aller Gesätze / und Ordnungen ist /,syntax-verbless,annotator_b
DE-HIST/2_Manually-Segmented/becher_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,206:220,206:215,kürtzlich / alles was diese menschliche Geselschaft befördert / das ist zu verlangen /,kürtzlich / alles was diese menschliche Geselschaft befördert /,subordination-relative clause,annotator_a
DE-HIST/2_Manually-Segmented/becher_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,206:220,215:224,kürtzlich / alles was diese menschliche Geselschaft befördert / das ist zu verlangen /,das ist zu verlangen / und zu handhaben /,subordination-relative clause,annotator_a
DE-HIST/2_Manually-Segmented/becher_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,220:224,215:224,und zu handhaben /,das ist zu verlangen / und zu handhaben /,subordination-relative clause,annotator_a
DE-HIST/2_Manually-Segmented/becher_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,224:238,224:233,und alles / waz diese menschliche Geselschaft schwächt / ist ab zu schaffen /,und alles / waz diese menschliche Geselschaft schwächt /,subordination-relative clause,annotator_a
DE-HIST/2_Manually-Segmented/becher_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,224:238,233:242,und alles / waz diese menschliche Geselschaft schwächt / ist ab zu schaffen /,ist ab zu schaffen / und zu straffen :,subordination-relative clause,annotator_a
DE-HIST/2_Manually-Segmented/becher_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,238:242,233:242,und zu straffen :,ist ab zu schaffen / und zu straffen :,style-ellipsis,annotator_a
DE-HIST/2_Manually-Segmented/becher_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,439:441,439:444,die Nahrung,die Nahrung sag ich /,style-inlay,annotator_a
DE-HIST/2_Manually-Segmented/becher_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,441:444,439:444,sag ich /,die Nahrung sag ich /,style-inlay,annotator_a
DE-HIST/2_Manually-Segmented/becher_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,489:513,489:497,und das ist die andere fundamental Staats-Regul / nemlich umb ein Land populos zu machen / demselben gute Verdienst und Nahrung zu verschaffen .,und das ist die andere fundamental Staats-Regul /,syntax-coordinated clause missed,annotator_b
DE-HIST/2_Manually-Segmented/becher_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,489:513,497:513,und das ist die andere fundamental Staats-Regul / nemlich umb ein Land populos zu machen / demselben gute Verdienst und Nahrung zu verschaffen .,nemlich umb ein Land populos zu machen / demselben gute Verdienst und Nahrung zu verschaffen .,syntax-coordinated clause missed,annotator_b
DE-HIST/2_Manually-Segmented/becher_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,555:562,555:571,alwo / wann sie belägert werden /,alwo / wann sie belägert werden / man auß Mangl der Victualien / die Leut /,syntax-coordinated clause missed,annotator_a
DE-HIST/2_Manually-Segmented/becher_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,562:571,555:571,man auß Mangl der Victualien / die Leut /,alwo / wann sie belägert werden / man auß Mangl der Victualien / die Leut /,syntax-coordinated clause missed,annotator_a
DE-HIST/2_Manually-Segmented/becher_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,833:838,833:842,er zuvor jede Sätte consideriren,er zuvor jede Sätte consideriren und stimmen muß /,syntax-coordinated clause missed,annotator_a
DE-HIST/2_Manually-Segmented/becher_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,838:842,833:842,und stimmen muß /,er zuvor jede Sätte consideriren und stimmen muß /,style-ellipsis,annotator_a
DE-HIST/2_Manually-Segmented/becher_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,905:908,905:912,es gerahte ihm,es gerahte ihm wie es wolle /,syntax-coordinated clause missed,annotator_a
DE-HIST/2_Manually-Segmented/becher_part_1.tagged.tsv,DE,DE_HIST,A4,A5,partial_overlap,908:912,905:912,wie es wolle /,es gerahte ihm wie es wolle /,syntax-coordinated clause missed,annotator_a
